iter	RMSE
1502	0.07277508351
1503	0.07277204337
1504	0.07277145801
1505	0.07276376224
1506	0.07275396197
1507	0.07275345028
1508	0.07275109003
1509	0.07274166758
1510	0.07273001083
1511	0.07272733796
1512	0.07272573361
1513	0.07272092455
1514	0.0727177852
1515	0.07271621959
1516	0.07271445562
1517	0.07271017363
1518	0.07270597663
1519	0.07270075181
1520	0.07269296044
1521	0.07269069662
1522	0.07268919582
1523	0.07268535621
1524	0.07268382577
1525	0.07267600783
1526	0.07267563936
1527	0.07267048532
1528	0.07266300628
1529	0.07265645264
1530	0.07265121547
1531	0.07265084996
1532	0.07263456713
1533	0.07262656447
1534	0.07262436834
1535	0.07262255969
1536	0.07262034906
1537	0.07261812865
1538	0.07261421642
1539	0.07261199567
1540	0.07260143347
1541	0.07259996128
1542	0.07259410058
1543	0.07258567156
1544	0.07257937689
1545	0.07257465631
1546	0.07256993809
1547	0.07256117113
1548	0.07254873627
1549	0.07254434586
1550	0.07253167069
1551	0.07252603512
1552	0.07252298035
1553	0.07251866839
1554	0.07251566801
1555	0.0725035381
1556	0.07250074861
1557	0.07249963111
1558	0.07249256969
1559	0.07248979665
1560	0.07248619462
1561	0.07248571525
1562	0.07248072881
1563	0.07247844627
1564	0.07247631297
1565	0.07247140832
1566	0.0724675071
1567	0.07246349508
1568	0.07245382315
1569	0.0724244045
1570	0.07241921825
1571	0.07241874869
1572	0.07241267968
1573	0.07240816327
1574	0.07240441046
1575	0.07240251446
1576	0.07240034936
1577	0.07239626825
1578	0.07239182475
1579	0.07238142949
1580	0.07237214033
1581	0.07237063193
1582	0.07236882331
1583	0.07236703307
1584	0.07236226495
1585	0.07236180288
1586	0.07235361265
1587	0.07234926308
1588	0.07234425021
1589	0.07234240634
1590	0.0723389469
1591	0.07233427426
1592	0.07233251296
1593	0.07233053532
1594	0.0723213852
1595	0.07231672183
1596	0.07230873942
1597	0.07230330404
1598	0.07230110032
1599	0.07229930092
1600	0.07229253057
1601	0.07228462561
1602	0.07227419096
1603	0.07227223066
1604	0.07226924251
1605	0.07226747158
1606	0.0722519576
1607	0.07225067983
1608	0.07224694963
1609	0.07224211099
1610	0.07223867761
1611	0.07222893846
1612	0.07222051926
1613	0.07221614074
1614	0.07221467261
1615	0.07220934893
1616	0.07219646744
1617	0.07219191231
1618	0.07219147262
1619	0.07218714458
1620	0.0721752848
1621	0.07217483856
1622	0.07217273055
1623	0.07216007289
1624	0.07215717363
1625	0.07215410614
1626	0.07214996974
1627	0.07214650044
1628	0.07214235486
1629	0.07213905712
1630	0.0721366016
1631	0.07213425007
1632	0.07213187428
1633	0.07212422555
1634	0.07211722618
1635	0.07211592038
1636	0.07211449218
1637	0.0721140526
1638	0.07211045037
1639	0.07210847077
1640	0.07208539247
1641	0.07208033252
1642	0.07207906026
1643	0.07207706369
1644	0.07207326318
1645	0.07206976758
1646	0.07205976155
1647	0.07204959776
1648	0.07204601718
1649	0.07203787521
1650	0.07202705494
1651	0.07202187665
1652	0.07201773592
1653	0.07201549075
1654	0.07201408889
1655	0.07200946096
1656	0.07200342181
1657	0.07200310621
1658	0.07199954628
1659	0.07199746037
1660	0.07198817242
1661	0.07198458881
1662	0.07198416674
1663	0.07197731622
1664	0.0719725525
1665	0.07196949284
1666	0.07196811024
1667	0.07196548374
1668	0.07196424808
1669	0.0719600465
1670	0.07195191809
1671	0.07194892157
1672	0.07194781529
1673	0.07194418197
1674	0.07193973327
1675	0.07193110281
1676	0.07192848749
1677	0.07192615772
1678	0.07192290006
1679	0.07191269535
1680	0.07191085886
1681	0.07190996703
1682	0.07190836586
1683	0.07190644217
1684	0.07190072835
1685	0.07188889271
1686	0.07188282432
1687	0.07186790747
1688	0.07184829374
1689	0.07184799079
1690	0.07184540435
1691	0.07184501805
1692	0.07184408764
1693	0.0718399492
1694	0.07183341307
1695	0.07183140606
1696	0.0718205345
1697	0.07180121758
1698	0.07179287331
1699	0.07178964822
1700	0.07178776198
1701	0.07178482363
1702	0.07178176126
1703	0.07177464807
1704	0.07177147666
1705	0.07176998329
1706	0.07176968417
1707	0.07176576306
1708	0.07175881979
1709	0.07174947103
1710	0.07174059837
1711	0.07173567366
1712	0.07173460586
1713	0.07172640845
1714	0.07172095425
1715	0.07171944047
1716	0.0717179824
1717	0.0717161355
1718	0.07169854601
1719	0.07169737058
1720	0.07169551808
1721	0.07169478288
1722	0.07168804576
1723	0.0716850577
1724	0.07168337145
1725	0.07168213238
1726	0.07167881495
1727	0.07167725306
1728	0.0716691403
1729	0.07166546237
1730	0.07166506081
1731	0.07166477355
1732	0.07166260375
1733	0.0716505289
1734	0.07164906616
1735	0.0716480351
1736	0.07164416123
1737	0.07163480559
1738	0.07163209174
1739	0.07160442945
1740	0.07159457583
1741	0.07159307797
1742	0.07158298564
1743	0.07158087476
1744	0.07157940111
1745	0.07156211059
1746	0.07155985367
1747	0.07155668691
1748	0.07155338266
1749	0.07153480424
1750	0.07150767529
1751	0.07150287901
1752	0.07150152661
1753	0.07148980352
1754	0.07148174454
1755	0.07147665791
1756	0.07146979102
1757	0.07146804456
1758	0.07146183472
1759	0.07146050735
1760	0.07145856212
1761	0.0714522206
1762	0.07145185879
1763	0.07144563046
1764	0.07142883898
1765	0.07141488542
1766	0.0714130824
1767	0.07139497241
1768	0.0713837239
1769	0.07138146835
1770	0.07137898296
1771	0.07137736563
1772	0.07137030386
1773	0.07136721476
1774	0.07136376817
1775	0.07136174869
1776	0.07135128304
1777	0.07134652739
1778	0.07132870032
1779	0.07132715136
1780	0.07132493709
1781	0.07131797782
1782	0.07130931083
1783	0.07130233525
1784	0.07128627651
1785	0.07128600373
1786	0.07127908486
1787	0.07127690268
1788	0.07127235417
1789	0.07126629187
1790	0.07126224265
1791	0.07126032166
1792	0.07125966327
1793	0.07125790086
1794	0.07125448497
1795	0.07125173434
1796	0.0712426532
1797	0.07124134974
1798	0.07123141236
1799	0.07122476212
1800	0.07121944019
1801	0.07120087666
1802	0.07120032577
1803	0.07119063876
1804	0.07118875566
1805	0.07118473312
1806	0.07118166435
1807	0.07117683416
1808	0.07117508977
1809	0.07117380882
1810	0.07116719827
1811	0.07116604976
1812	0.07116273057
1813	0.07116235551
1814	0.07115209459
1815	0.07114748624
1816	0.07113869159
1817	0.07112942601
1818	0.07112158105
1819	0.07111308177
1820	0.07110297177
1821	0.07109444924
1822	0.07109317627
1823	0.07109153618
1824	0.07108461595
1825	0.07108147731
1826	0.07106442447
1827	0.07104299754
1828	0.0710372423
1829	0.07103241493
1830	0.07102474643
1831	0.07102362902
1832	0.07101218624
1833	0.07101104228
1834	0.07100977909
1835	0.07099294315
1836	0.07098322076
1837	0.07098289574
1838	0.07098105126
1839	0.07097694613
1840	0.07096696999
1841	0.07095853641
1842	0.070957262
1843	0.07095516921
1844	0.07094852824
1845	0.070945462
1846	0.07094278485
1847	0.07094153052
1848	0.07093960914
1849	0.07093126518
1850	0.07092674178
1851	0.07091849545
1852	0.07090516469
1853	0.07090119239
1854	0.07089111413
1855	0.07088998458
1856	0.0708885811
1857	0.07088498562
1858	0.07087516314
1859	0.07087385088
1860	0.07087114403
1861	0.07085460564
1862	0.07085148879
1863	0.07084612356
1864	0.07084509582
1865	0.07083548578
1866	0.0708325136
1867	0.07083013593
1868	0.0708285027
1869	0.07082259243
1870	0.07081148158
1871	0.07080887583
1872	0.07080247613
1873	0.07080060956
1874	0.07079323964
1875	0.07079002643
1876	0.07078354078
1877	0.07078193847
1878	0.070781259
1879	0.07075549142
1880	0.0707543803
1881	0.07074827848
1882	0.0707441713
1883	0.07074142253
1884	0.07074037615
1885	0.07073726152
1886	0.07073176332
1887	0.07073075293
1888	0.07072640968
1889	0.07072286818
1890	0.07072184537
1891	0.07069646322
1892	0.07069485409
1893	0.07069161647
1894	0.07069056219
1895	0.07068899437
1896	0.0706792515
1897	0.07067288468
1898	0.07066665184
1899	0.07066026248
1900	0.07065825225
1901	0.07065511512
1902	0.07065475607
1903	0.07064779011
1904	0.07064602708
1905	0.07063902865
1906	0.07063867541
1907	0.07063783871
1908	0.07063462016
1909	0.07062510911
1910	0.07061730293
1911	0.07061099564
1912	0.07060975635
1913	0.07060696581
1914	0.07060436643
1915	0.07060192144
1916	0.07059127042
1917	0.07058309882
1918	0.07057914171
1919	0.07057000562
1920	0.07056862774
1921	0.07056066761
1922	0.07055633135
1923	0.07055457611
1924	0.07054752987
1925	0.07054579935
1926	0.07054144671
1927	0.07052721672
1928	0.07051754017
1929	0.07051608839
1930	0.07051468774
1931	0.07049858921
1932	0.07049246959
1933	0.07048180971
1934	0.07047328474
1935	0.07047045553
1936	0.07045458732
1937	0.07045265669
1938	0.07044874521
1939	0.07044787506
1940	0.07044478589
1941	0.0704431207
1942	0.07044157686
1943	0.07043690113
1944	0.07043307175
1945	0.07042740928
1946	0.0704263587
1947	0.07042515336
1948	0.07041996245
1949	0.07041893178
1950	0.07041792027
1951	0.0703976267
1952	0.07039253695
1953	0.07038824056
1954	0.07036821229
1955	0.07035873474
1956	0.07035262996
1957	0.07034502028
1958	0.07034272393
1959	0.07033888227
1960	0.07033033854
1961	0.07032879901
1962	0.0703244575
1963	0.07032274428
1964	0.07031939908
1965	0.07031680074
1966	0.07030999588
1967	0.07030572292
1968	0.07030320424
1969	0.07029380456
1970	0.07028871663
1971	0.07028675989
1972	0.07028641174
1973	0.07028530178
1974	0.07028017103
1975	0.07027862058
1976	0.07027701402
1977	0.07027273964
1978	0.0702679387
1979	0.07026064168
1980	0.07025941377
1981	0.07025907122
1982	0.07025797691
1983	0.07024868533
1984	0.07024721715
1985	0.07023957599
1986	0.07023515824
1987	0.07023400546
1988	0.0702279956
1989	0.07022662854
1990	0.07021754372
1991	0.07021304019
1992	0.07021021287
1993	0.0702089959
1994	0.07020785562
1995	0.07020688243
1996	0.07020407957
1997	0.07019988166
1998	0.07019071938
1999	0.07018798379
2000	0.07018282834
2001	0.07018067
2002	0.07017468939
2003	0.07016935515
2004	0.07016807726
2005	0.07016427022
2006	0.07014878573
2007	0.0701387946
2008	0.0701297146
2009	0.07012333532
2010	0.07012063151
2011	0.07011955674
2012	0.07011861767
2013	0.07010337061
2014	0.07009529296
2015	0.07009183466
2016	0.07008909488
2017	0.07008176529
2018	0.07008017665
2019	0.07007659295
2020	0.07007462617
2021	0.07006574289
2022	0.07006411372
2023	0.07006225361
2024	0.07006171633
2025	0.07005501088
2026	0.07005379454
2027	0.07005271898
2028	0.07005107659
2029	0.07004620296
2030	0.07004149847
2031	0.07003718117
2032	0.07003464297
2033	0.07003232844
2034	0.07002607696
2035	0.07001705364
2036	0.07000837296
2037	0.07000020953
2038	0.06999687776
2039	0.06999215475
2040	0.0699850494
2041	0.06997008785
2042	0.06996762351
2043	0.06996009679
2044	0.06995977256
2045	0.06995820193
2046	0.06995724212
2047	0.06995239971
2048	0.06995148678
2049	0.06994186121
2050	0.06993854622
2051	0.06993689668
2052	0.06993452988
2053	0.06993332485
2054	0.06992767573
2055	0.06990359038
2056	0.06989994514
2057	0.06989591853
2058	0.06989440573
2059	0.06989303334
2060	0.06988591374
2061	0.06988356106
2062	0.06988093882
2063	0.06987721807
2064	0.06987396367
2065	0.06987251676
2066	0.06986347495
2067	0.06986001716
2068	0.06985481273
2069	0.0698477883
2070	0.06984319071
2071	0.06982372087
2072	0.06981980525
2073	0.06981525405
2074	0.06981057982
2075	0.06980792523
2076	0.0698051921
2077	0.06979713269
2078	0.06978976813
2079	0.06978511524
2080	0.0697769047
2081	0.06977658385
2082	0.06977440556
2083	0.06976857093
2084	0.06975726679
2085	0.06975263522
2086	0.06974526878
2087	0.06973772925
2088	0.06973470809
2089	0.0697318081
2090	0.06972745122
2091	0.0697264215
2092	0.06972279173
2093	0.06971909927
2094	0.06971817477
2095	0.06971430238
2096	0.06971361721
2097	0.06971272186
2098	0.06971012142
2099	0.0697066947
2100	0.06970550458
2101	0.06970399073
2102	0.06969958182
2103	0.06969165398
2104	0.06969064909
2105	0.06968685175
2106	0.0696825418
2107	0.06967510911
2108	0.06967284963
2109	0.06966481214
2110	0.06966348625
2111	0.06965703728
2112	0.06964991839
2113	0.06964570897
2114	0.06962225786
2115	0.06961851859
2116	0.06961234576
2117	0.06960654169
2118	0.06959777265
2119	0.06959310129
2120	0.0695891951
2121	0.06958195893
2122	0.06957838654
2123	0.06957696314
2124	0.06957598903
2125	0.06955215353
2126	0.06954893377
2127	0.06954810689
2128	0.06954128518
2129	0.06953794339
2130	0.06953728288
2131	0.06953401511
2132	0.06953150819
2133	0.06952939963
2134	0.06952847979
2135	0.06951970661
2136	0.06951560204
2137	0.06951493868
2138	0.06951241374
2139	0.06950826607
2140	0.06950228595
2141	0.06950029049
2142	0.06949864924
2143	0.06949491072
2144	0.06949352953
2145	0.06948854464
2146	0.06948555922
2147	0.06948518241
2148	0.06948440027
2149	0.06948141557
2150	0.06947834302
2151	0.06947465258
2152	0.06947142037
2153	0.06946429799
2154	0.06945800949
2155	0.06945404426
2156	0.0694373927
2157	0.06943381685
2158	0.06943279666
2159	0.06943176732
2160	0.06943130036
2161	0.06942204068
2162	0.06941803002
2163	0.06941561825
2164	0.06941429039
2165	0.06941329668
2166	0.06941246517
2167	0.06941125429
2168	0.06940762209
2169	0.06940247368
2170	0.06940100059
2171	0.0693982726
2172	0.06939796723
2173	0.06939517533
2174	0.06939417019
2175	0.06938848878
2176	0.06938665978
2177	0.06938530708
2178	0.06938099384
2179	0.06937937778
2180	0.06937805251
2181	0.06937098142
2182	0.06936956004
2183	0.06936554505
2184	0.06935657318
2185	0.06935440188
2186	0.06935273155
2187	0.06934406688
2188	0.06934146507
2189	0.06933784173
2190	0.06933222165
2191	0.06933066488
2192	0.06932487653
2193	0.06932335442
2194	0.06932021804
2195	0.06930903248
2196	0.06930791825
2197	0.06930762266
2198	0.06930449575
2199	0.0693033461
2200	0.06929947498
2201	0.06929852028
2202	0.06929495312
2203	0.06928804513
2204	0.06928368548
2205	0.06927688944
2206	0.0692758964
2207	0.06926673763
2208	0.0692665582
2209	0.06926511223
2210	0.06926474468
2211	0.06925724235
2212	0.06925574368
2213	0.0692555329
2214	0.06925007572
2215	0.06924693795
2216	0.06924610205
2217	0.06924378272
2218	0.06923521799
2219	0.06922801894
2220	0.06922437468
2221	0.06922358624
2222	0.06921513878
2223	0.06921171297
2224	0.06920823839
2225	0.06919991178
2226	0.0691925699
2227	0.06919129088
2228	0.06919100083
2229	0.06918821844
2230	0.06918496695
2231	0.06917882129
2232	0.06917535099
2233	0.06917118889
2234	0.06916724255
2235	0.06916034291
2236	0.06915935586
2237	0.06915634439
2238	0.0691452127
2239	0.06914382334
2240	0.06913715447
2241	0.06913621092
2242	0.06913418896
2243	0.06913382793
2244	0.06913353915
2245	0.06913052235
2246	0.06912712293
2247	0.06912587043
2248	0.06911765849
2249	0.06911665065
2250	0.06911455583
2251	0.06911064341
2252	0.06910977521
2253	0.0691069421
2254	0.0690991017
2255	0.06909700506
2256	0.06909001976
2257	0.0690885979
2258	0.06908739435
2259	0.06908508214
2260	0.06908284666
2261	0.06907989495
2262	0.06907416547
2263	0.06906311169
2264	0.06906203406
2265	0.06906036301
2266	0.06905501358
2267	0.0690514141
2268	0.06904659728
2269	0.06903984024
2270	0.06903340739
2271	0.06902788364
2272	0.0690243331
2273	0.06902300286
2274	0.06901897726
2275	0.06901458904
2276	0.06901346834
2277	0.06901178972
2278	0.06900362427
2279	0.06898951092
2280	0.06898855859
2281	0.06898097636
2282	0.0689762585
2283	0.06897142857
2284	0.0689692241
2285	0.06896729779
2286	0.06895624442
2287	0.0689484803
2288	0.06893942172
2289	0.06893642799
2290	0.06892833744
2291	0.06892805072
2292	0.06892498475
2293	0.06891953849
2294	0.06891329412
2295	0.0689119647
2296	0.06890893502
2297	0.06890014637
2298	0.06888625797
2299	0.06888561201
2300	0.06887881407
2301	0.06887653301
2302	0.0688745091
2303	0.06887320649
2304	0.06886976669
2305	0.06886365986
2306	0.06884135051
2307	0.06883842725
2308	0.06883408207
2309	0.06883003417
2310	0.06882761312
2311	0.0688273299
2312	0.06882516596
2313	0.06881856197
2314	0.06881828174
2315	0.06881734628
2316	0.06881711493
2317	0.06881129539
2318	0.06880963886
2319	0.06880283186
2320	0.0687985468
2321	0.06879576533
2322	0.06879328472
2323	0.06879063501
2324	0.06878952095
2325	0.06878823531
2326	0.0687855596
2327	0.06877269634
2328	0.06877123097
2329	0.06876784475
2330	0.06876248096
2331	0.06876123894
2332	0.06875520068
2333	0.06875106602
2334	0.06875034391
2335	0.068742476
2336	0.06873896226
2337	0.06873340132
2338	0.0687296229
2339	0.06872558024
2340	0.06871744318
2341	0.06871544286
2342	0.06871452537
2343	0.068696357
2344	0.06869526539
2345	0.06868790402
2346	0.06868597125
2347	0.06868177712
2348	0.0686777052
2349	0.06867313424
2350	0.06866659324
2351	0.0686652617
2352	0.06866295891
2353	0.06866036574
2354	0.06864804772
2355	0.06864097214
2356	0.06863987972
2357	0.06863953021
2358	0.06863924913
2359	0.06863587452
2360	0.06862642889
2361	0.06862573581
2362	0.06862455903
2363	0.06862111991
2364	0.06861593484
2365	0.06861224857
2366	0.06860577936
2367	0.06859806789
2368	0.06858840884
2369	0.06857059172
2370	0.06856703006
2371	0.06856583561
2372	0.06856063327
2373	0.06855757001
2374	0.06853997982
2375	0.06853929724
2376	0.06853843103
2377	0.06853824877
2378	0.06853485354
2379	0.06852710941
2380	0.06852509406
2381	0.06852389003
2382	0.06851750463
2383	0.06851553425
2384	0.06851360298
2385	0.06850814351
2386	0.06850722587
2387	0.06850393456
2388	0.06849856214
2389	0.06849330165
2390	0.06849079411
2391	0.06848875239
2392	0.06848435936
2393	0.06847996257
2394	0.06847749241
2395	0.06847021146
2396	0.068466544
2397	0.06846584868
2398	0.06846085142
2399	0.06845995166
2400	0.06845338709
2401	0.06844772643
2402	0.06844627428
2403	0.0684396923
2404	0.06843636039
2405	0.06843355842
2406	0.06843046596
2407	0.06842718079
2408	0.0684241993
2409	0.06842068834
2410	0.06841547518
2411	0.06841007609
2412	0.06840649596
2413	0.06840561264
2414	0.06840526742
2415	0.06840499273
2416	0.06839873492
2417	0.06839621195
2418	0.06839040239
2419	0.06838683489
2420	0.06836952123
2421	0.06836468016
2422	0.0683633303
2423	0.06835572138
2424	0.06835452577
2425	0.06835179379
2426	0.0683497888
2427	0.06834628767
2428	0.06834514944
2429	0.06834299517
2430	0.06834265505
2431	0.06834172541
2432	0.06833751541
2433	0.06833666195
2434	0.06833577038
2435	0.06832828854
2436	0.06832208215
2437	0.06832181
2438	0.06830944226
2439	0.06830857058
2440	0.06830843112
2441	0.06829796473
2442	0.06829472678
2443	0.06829127535
2444	0.06829009487
2445	0.06828697098
2446	0.06828425446
2447	0.06827197243
2448	0.0682711128
2449	0.06826078543
2450	0.06825636333
2451	0.06824897529
2452	0.06824722135
2453	0.06824634501
2454	0.06824544508
2455	0.06824420323
2456	0.06824180211
2457	0.06823484945
2458	0.06822775645
2459	0.06822707791
2460	0.06822140539
2461	0.06821478963
2462	0.06821254074
2463	0.06821167162
2464	0.0682020973
2465	0.06820124425
2466	0.0682000959
2467	0.06819453343
2468	0.06818804659
2469	0.06818080244
2470	0.06817948059
2471	0.06817067508
2472	0.06816827201
2473	0.06816396499
2474	0.06815446651
2475	0.06815006413
2476	0.06814308511
2477	0.06813885426
2478	0.06813715316
2479	0.06813098086
2480	0.06812676651
2481	0.06812529938
2482	0.06812417454
2483	0.06811944564
2484	0.06811785719
2485	0.06811476422
2486	0.06811285651
2487	0.06811137181
2488	0.06810758853
2489	0.06810616473
2490	0.0681042744
2491	0.06810316208
2492	0.06809966127
2493	0.06809836051
2494	0.06809533657
2495	0.06809429758
2496	0.06809047297
2497	0.06808738127
2498	0.0680855712
2499	0.06808375409
2500	0.06807998437
2501	0.06807889976
2502	0.06807454234
2503	0.06807437745
2504	0.0680735142
2505	0.06807074536
2506	0.06806967767
2507	0.06806807425
2508	0.06806610686
2509	0.06805696087
2510	0.0680564921
2511	0.06805305783
2512	0.06805178648
2513	0.06805110193
2514	0.06804415325
2515	0.06804303721
2516	0.06804066122
2517	0.06804050644
2518	0.06804025246
2519	0.06803947854
2520	0.06803230825
2521	0.06802930656
2522	0.06802803325
2523	0.06802726812
2524	0.06802343327
2525	0.06802278624
2526	0.06802245345
2527	0.06801607363
2528	0.06801502839
2529	0.06801025972
2530	0.06800490067
2531	0.06800386761
2532	0.06800044569
2533	0.06799960653
2534	0.06799933724
2535	0.06798776177
2536	0.06797275785
2537	0.06797041508
2538	0.06797016383
2539	0.06795808083
2540	0.06795688373
2541	0.06795395531
2542	0.06794971675
2543	0.067948586
2544	0.06794813551
2545	0.06794041327
2546	0.06793470733
2547	0.06793358422
2548	0.06793249493
2549	0.067930432
2550	0.06792529932
2551	0.06792325747
2552	0.06792257299
2553	0.06791943871
2554	0.06791868508
2555	0.06791287717
2556	0.06790776069
2557	0.06790178353
2558	0.06788976642
2559	0.06788430365
2560	0.06788191867
2561	0.06788077977
2562	0.06788011517
2563	0.06787805572
2564	0.06787483578
2565	0.06787220611
2566	0.06785711935
2567	0.06785607959
2568	0.0678497958
2569	0.067847961
2570	0.06784690922
2571	0.06784066609
2572	0.06784001733
2573	0.06783935175
2574	0.06783365507
2575	0.06782579969
2576	0.06782320779
2577	0.06782279791
2578	0.06782037054
2579	0.06781164222
2580	0.06781057745
2581	0.06780452036
2582	0.06780389272
2583	0.06780115268
2584	0.06780044085
2585	0.0677971995
2586	0.06779022589
2587	0.06778995586
2588	0.06778875662
2589	0.06778410668
2590	0.06778153013
2591	0.06778087109
2592	0.06777807712
2593	0.06777710692
2594	0.06777653306
2595	0.06776193119
2596	0.06775880889
2597	0.0677568308
2598	0.06775651178
2599	0.06775082058
2600	0.06774943837
2601	0.06774488578
2602	0.06774258741
2603	0.06773508328
2604	0.06772896235
2605	0.06772823949
2606	0.0677270168
2607	0.06771228348
2608	0.06771033108
2609	0.06770930108
2610	0.06769637565
2611	0.06769610972
2612	0.06769513741
2613	0.06769337335
2614	0.06769184031
2615	0.06768877474
2616	0.06768573372
2617	0.06768300486
2618	0.06768113399
2619	0.06767955435
2620	0.0676765511
2621	0.06766937253
2622	0.06766608357
2623	0.06766043925
2624	0.06765930611
2625	0.06765512721
2626	0.06765357445
2627	0.06765316305
2628	0.06764914682
2629	0.06764520136
2630	0.06764456482
2631	0.06764336442
2632	0.06764321249
2633	0.06764102579
2634	0.06764076426
2635	0.06763584719
2636	0.06763462228
2637	0.0676312139
2638	0.06762819642
2639	0.06762295909
2640	0.06761967342
2641	0.06761762017
2642	0.06760687387
2643	0.06760435808
2644	0.06760210814
2645	0.0675990289
2646	0.06759871618
2647	0.0675927199
2648	0.06759253091
2649	0.06758786559
2650	0.06758101437
2651	0.06757272308
2652	0.06757117451
2653	0.06757054814
2654	0.06756263437
2655	0.06756089426
2656	0.06755502599
2657	0.06755477396
2658	0.06755413696
2659	0.06755275937
2660	0.06754782006
2661	0.06754710844
2662	0.06754304183
2663	0.06754003992
2664	0.067537712
2665	0.06753486559
2666	0.06752748266
2667	0.06752680236
2668	0.06752358803
2669	0.0675234401
2670	0.06751007292
2671	0.06750259328
2672	0.06750116248
2673	0.06749822376
2674	0.06749509127
2675	0.0674920926
2676	0.06749072441
2677	0.06748890151
2678	0.06748787756
2679	0.06748113033
2680	0.0674808202
2681	0.06747980768
2682	0.06747508205
2683	0.06747389327
2684	0.06747302433
2685	0.06747218477
2686	0.06747188286
2687	0.06746786844
2688	0.0674630107
2689	0.06745688262
2690	0.06745638826
2691	0.06745251778
2692	0.06745084442
2693	0.06744765197
2694	0.06744489949
2695	0.06744246145
2696	0.06744006951
2697	0.06743425235
2698	0.06743287211
2699	0.06743151873
2700	0.06743016742
2701	0.0674298633
2702	0.06742772429
2703	0.06742757242
2704	0.06742742777
2705	0.06742546465
2706	0.06742486977
2707	0.06742251695
2708	0.06742228346
2709	0.06741981481
2710	0.06741922758
2711	0.06741908385
2712	0.06741246859
2713	0.06740921519
2714	0.06740907226
2715	0.06740049229
2716	0.06739954437
2717	0.06739575014
2718	0.06739560155
2719	0.06739530068
2720	0.06739367455
2721	0.06739056072
2722	0.06738691039
2723	0.06738437018
2724	0.06738097286
2725	0.06737965582
2726	0.06737684141
2727	0.06737345644
2728	0.06736736491
2729	0.06735583332
2730	0.06734273108
2731	0.06734138125
2732	0.06733780237
2733	0.06733477013
2734	0.06733162938
2735	0.0673254841
2736	0.06732028723
2737	0.06731912697
2738	0.06731780167
2739	0.06731065118
2740	0.06731011631
2741	0.06730783179
2742	0.06729365496
2743	0.06729291087
2744	0.06728605691
2745	0.06728073517
2746	0.06727714849
2747	0.06727565131
2748	0.067270531
2749	0.06726740333
2750	0.06726445402
2751	0.06725938578
2752	0.06724799906
2753	0.06724674448
2754	0.06724178126
2755	0.06724164058
2756	0.06723997509
2757	0.06723923788
2758	0.06723816938
2759	0.06723073046
2760	0.06722755524
2761	0.0672268254
2762	0.06722647131
2763	0.06722039267
2764	0.06722025424
2765	0.06721695544
2766	0.06721474926
2767	0.06721331744
2768	0.06720697297
2769	0.06720522036
2770	0.0672015009
2771	0.0671983471
2772	0.0671951715
2773	0.06718781031
2774	0.06718662331
2775	0.06718629449
2776	0.06718615755
2777	0.06718327475
2778	0.0671812558
2779	0.0671672875
2780	0.0671671512
2781	0.06716159279
2782	0.06715608513
2783	0.06715579138
2784	0.06715465049
2785	0.06715429939
2786	0.06714747502
2787	0.06713451907
2788	0.0671320301
2789	0.06712796557
2790	0.06712485698
2791	0.0671241841
2792	0.06712288165
2793	0.06712168741
2794	0.06712001511
2795	0.06711356281
2796	0.06711342807
2797	0.06710964675
2798	0.06710159499
2799	0.06709818312
2800	0.06709714848
2801	0.06708338071
2802	0.06708219294
2803	0.06707973631
2804	0.06707856943
2805	0.06707835937
2806	0.06707293036
2807	0.06706893423
2808	0.06706583583
2809	0.0670653273
2810	0.06705936276
2811	0.06705712134
2812	0.06705560881
2813	0.06704844724
2814	0.06704000485
2815	0.06703812752
2816	0.06703698492
2817	0.06703471098
2818	0.06703222201
2819	0.06702760109
2820	0.06702701227
2821	0.06702475385
2822	0.06702458985
2823	0.06701785567
2824	0.06701729359
2825	0.06701620417
2826	0.06701297095
2827	0.06700617053
2828	0.0670016034
2829	0.06699092377
2830	0.06698651023
2831	0.06698437143
2832	0.06698096819
2833	0.0669778273
2834	0.06697753505
2835	0.06697535302
2836	0.06697502691
2837	0.06697110563
2838	0.06696537836
2839	0.06696524779
2840	0.06696280106
2841	0.06696225108
2842	0.06694864649
2843	0.06694703403
2844	0.06694678102
2845	0.06694593091
2846	0.06694399502
2847	0.06694096661
2848	0.06694071783
2849	0.066936193
2850	0.06693320955
2851	0.06692471985
2852	0.06691621163
2853	0.06691482035
2854	0.06690906328
2855	0.06690810756
2856	0.0669045047
2857	0.06690358694
2858	0.06689704029
2859	0.0668944469
2860	0.06689271707
2861	0.06689050164
2862	0.06688861377
2863	0.06688550829
2864	0.06688184499
2865	0.06687879119
2866	0.06687011776
2867	0.06686761047
2868	0.06685699138
2869	0.06685309589
2870	0.06685079546
2871	0.06684775723
2872	0.06684620574
2873	0.06684592108
2874	0.06684545461
2875	0.06684414842
2876	0.0668417174
2877	0.06683810491
2878	0.06683675486
2879	0.06683454924
2880	0.06683233776
2881	0.06682888469
2882	0.06682581231
2883	0.06681984126
2884	0.0668196293
2885	0.06680902951
2886	0.06680834155
2887	0.06680682583
2888	0.06680383011
2889	0.06680167983
2890	0.06678804907
2891	0.06678630191
2892	0.06678482196
2893	0.0667841505
2894	0.06678290576
2895	0.06676646701
2896	0.06676528405
2897	0.066763936
2898	0.06676153319
2899	0.06676066369
2900	0.06675811871
2901	0.06674193162
