iter	RMSE
186	0.1248417657
187	0.1245809055
188	0.1243292381
189	0.1240595734
190	0.1238060576
191	0.1235575736
192	0.1233698902
193	0.1231096817
194	0.1228534296
195	0.1226082232
196	0.122376871
197	0.122147108
198	0.1219153494
199	0.1216167799
200	0.1213577719
201	0.1211017637
202	0.1208250012
203	0.1205837497
204	0.1203585958
205	0.1201230099
206	0.1198905534
207	0.1196350748
208	0.1193783846
209	0.1191176326
210	0.1188815015
211	0.1186666367
212	0.118407161
213	0.1181901252
214	0.1179690625
215	0.117769112
216	0.1175863544
217	0.1173671199
218	0.117135098
219	0.1169393333
220	0.1167038073
221	0.1165006797
222	0.1163038477
223	0.1161132395
224	0.1159186254
225	0.1157111804
226	0.1155095816
227	0.1153152195
228	0.1150985445
229	0.1149058679
230	0.1147115361
231	0.1145048006
232	0.1143329424
233	0.114130546
234	0.1139417146
235	0.1137524836
236	0.1135750467
237	0.1134127073
238	0.1132348826
239	0.1130576901
240	0.112862943
241	0.1126857346
242	0.1125345607
243	0.112345112
244	0.1121700108
245	0.1119976344
246	0.1118158736
247	0.1116229471
248	0.1114560567
249	0.1112710337
250	0.1110944101
251	0.1109070282
252	0.1107305763
253	0.1105533314
254	0.1103664354
255	0.1101826011
256	0.1100234576
257	0.1098618789
258	0.1097035567
259	0.1095258118
260	0.1093424009
261	0.1091876554
262	0.1090211901
263	0.1088698678
264	0.1087344049
265	0.1085834851
266	0.1084175669
267	0.1082389714
268	0.1080746388
269	0.1079266943
270	0.1077727603
271	0.1076185693
272	0.1074777348
273	0.1073109618
274	0.1071526342
275	0.1069903386
276	0.1068417697
277	0.1066976667
278	0.1065656104
279	0.1064639535
280	0.1063182173
281	0.1062255782
282	0.1060886465
283	0.1059384446
284	0.1058343044
285	0.1056865421
286	0.1055593611
287	0.1054270156
288	0.1052934215
289	0.105151424
290	0.105014635
291	0.1048688665
292	0.1047273493
293	0.1045730929
294	0.10446254
295	0.10435228
296	0.1042391885
297	0.1041219431
298	0.1039795511
299	0.1038585706
300	0.1037415183
301	0.1035976253
302	0.1034653949
303	0.1033382838
304	0.1032300752
305	0.1031111477
306	0.1030011515
307	0.1028819064
308	0.1027699684
309	0.10265551
310	0.1025139072
311	0.1023985949
312	0.1023000208
313	0.1021701021
314	0.102057448
315	0.1019324847
316	0.1018321195
317	0.1017202814
318	0.1016074223
319	0.1014873137
320	0.1013756275
321	0.1012707681
322	0.1011512687
323	0.1010411003
324	0.1009330986
325	0.10080277
326	0.100681266
327	0.1005599291
328	0.1004665109
329	0.1003384517
330	0.1002307082
331	0.1001459829
332	0.1000592119
333	0.0999638397
334	0.09986386839
335	0.09977330737
336	0.09965401098
337	0.09955823285
338	0.09946518271
339	0.09935849722
340	0.09922439187
341	0.09912889864
342	0.09902627379
343	0.09893350264
344	0.09882882625
345	0.09873414142
346	0.09863573131
347	0.09853616985
348	0.09844341755
349	0.09835136284
350	0.09821870859
351	0.09813120534
352	0.09803497618
353	0.09793050123
354	0.09784971565
355	0.09774691488
356	0.09764186887
357	0.09752367064
358	0.09744953822
359	0.0973617676
360	0.09725847766
361	0.09714330086
362	0.0970582798
363	0.09697812131
364	0.09688599344
365	0.09680002944
366	0.09667241253
367	0.09659121895
368	0.09649408366
369	0.09638337628
370	0.09627129601
371	0.09619627503
372	0.0960854313
373	0.0959863921
374	0.09589108807
375	0.09580435193
376	0.09573700835
377	0.09565223981
378	0.09557633897
379	0.09550169703
380	0.09542301257
381	0.09534231337
382	0.09522312425
383	0.09512787193
384	0.09504725344
385	0.09496364834
386	0.09488412785
387	0.0948166647
388	0.09476363342
389	0.0946870114
390	0.09460173382
391	0.09451949144
392	0.09444163735
393	0.09433212682
394	0.09427142678
395	0.09420750033
396	0.09414634008
397	0.0940769644
398	0.09396857749
399	0.09391960693
400	0.0938495042
401	0.09376308589
402	0.09365444167
403	0.09358150572
404	0.09348026832
405	0.09341203442
406	0.09331212753
407	0.09325477478
408	0.09318208901
409	0.09310714582
410	0.09303162441
411	0.09294906048
412	0.09286226327
413	0.09279401836
414	0.09272005712
415	0.09264930023
416	0.09257713479
417	0.09248427578
418	0.09241224948
419	0.09236762449
420	0.09230879589
421	0.09226655702
422	0.09220803341
423	0.09214658057
424	0.09207397612
425	0.09199713806
426	0.09193377745
427	0.09186232802
428	0.09179407079
429	0.09172282424
430	0.09162993012
431	0.09156021578
432	0.09146876906
433	0.09138373628
434	0.09132919413
435	0.09126234238
436	0.09122116544
437	0.09116597356
438	0.09111491982
439	0.09104901055
440	0.09098907759
441	0.09092827385
442	0.09083530438
443	0.09077288588
444	0.09070992841
445	0.0906575908
446	0.09057503355
447	0.0905151819
448	0.09046119897
449	0.09040066727
450	0.09034281333
451	0.0902922948
452	0.09021269547
453	0.09015378043
454	0.09011366265
455	0.09006012875
456	0.09000915751
457	0.08995178538
458	0.08988873694
459	0.08982093906
460	0.08975825408
461	0.08970013567
462	0.08964271309
463	0.08960238449
464	0.08952234945
465	0.08945789006
466	0.08940749482
467	0.08933276955
468	0.08927753029
469	0.08921915582
470	0.08915432004
471	0.08911611967
472	0.08905494513
473	0.08901581307
474	0.08896326115
475	0.08890107875
476	0.08884785018
477	0.08878484871
478	0.08872172456
479	0.08867638999
480	0.08864378298
481	0.08858141057
482	0.08852758508
483	0.08848413049
484	0.08844459215
485	0.08839146703
486	0.08835273997
487	0.08830431543
488	0.08826903749
489	0.08821921307
490	0.08817504024
491	0.08812241264
492	0.08805033307
493	0.08798152208
494	0.08793751971
495	0.08789721124
496	0.08782794019
497	0.08779010927
498	0.08775580048
499	0.08771312134
500	0.08765676251
501	0.08759847506
502	0.08756991324
503	0.0875326961
504	0.08749109985
505	0.08745393556
506	0.0874208577
507	0.08738291838
508	0.08733772175
509	0.08729936409
510	0.08726817511
511	0.08722930534
512	0.0871814479
513	0.08714979317
514	0.08710486878
515	0.0870404739
516	0.08700708786
517	0.08695904182
518	0.08689964086
519	0.08685827453
520	0.086817631
521	0.08677256456
522	0.08673665823
523	0.08669949486
524	0.08667043167
525	0.08663573347
526	0.08659126845
527	0.08655890248
528	0.08652887062
529	0.08650834341
530	0.08645074469
531	0.08641425312
532	0.08635756288
533	0.08631562852
534	0.08627572784
535	0.08623223928
536	0.08619986771
537	0.08614005505
538	0.08608308888
539	0.08605491604
540	0.08601776617
541	0.08598519443
542	0.08594751445
543	0.08591035782
544	0.08587010821
545	0.08582381019
546	0.08579073989
547	0.08573472222
548	0.08569982523
549	0.08565539536
550	0.08561835625
551	0.08558018763
552	0.08554822123
553	0.08551598968
554	0.08548137615
555	0.08544795294
556	0.08539629849
557	0.0853557961
558	0.08532991173
559	0.08529573438
560	0.0852513261
561	0.085212045
562	0.08517713638
563	0.08514276099
564	0.08512325678
565	0.08510289574
566	0.08507624326
567	0.08504091366
568	0.08500768721
569	0.08496061813
570	0.08493231486
571	0.08488199994
572	0.08485031271
573	0.08481830613
574	0.08478818208
575	0.08473980462
576	0.0847010137
577	0.08467199378
578	0.08464404188
579	0.08459503289
580	0.08455644567
581	0.08453079673
582	0.08449289486
583	0.08445510391
584	0.08441365168
585	0.08437149302
586	0.08433959472
587	0.08431108067
588	0.08428304023
589	0.08424720533
590	0.08421684855
591	0.08418773983
592	0.08414157756
593	0.08411185768
594	0.08407517516
595	0.08403819958
596	0.08402514578
597	0.08399437029
598	0.08396075853
599	0.08392920011
600	0.08389222569
601	0.08386632287
602	0.0838363228
603	0.08380760698
604	0.08377213157
605	0.08374523472
606	0.08371406473
607	0.08367086534
608	0.08364119794
609	0.08361224728
610	0.08356994972
611	0.08353993617
612	0.08350630407
613	0.08347042065
614	0.08344027368
615	0.08341767425
616	0.08339270254
617	0.08334792456
618	0.08330457223
619	0.0832763782
620	0.08322604018
621	0.0832018224
622	0.08316959248
623	0.08314686145
624	0.08311617795
625	0.08308735245
626	0.0830587711
627	0.08303118905
628	0.08299810008
629	0.08297788199
630	0.08295190777
631	0.08291185355
632	0.08288231077
633	0.08285938242
634	0.0828315738
635	0.08281894348
636	0.08279177013
637	0.08276463941
638	0.0827242543
639	0.08269246719
640	0.08266446295
641	0.0826416763
642	0.08261813641
643	0.08258450157
644	0.08254668982
645	0.08250853696
646	0.0824881658
647	0.08246501515
648	0.08242681491
649	0.08240857096
650	0.08237871565
651	0.08234319119
652	0.08232629743
653	0.0823003077
654	0.08227786145
655	0.08225746789
656	0.08223195361
657	0.08219887145
658	0.08217527416
659	0.08215515674
660	0.08213297191
661	0.08211035352
662	0.08208794299
663	0.08207214246
664	0.08203583134
665	0.08201557246
666	0.08198627489
667	0.08196747866
668	0.08195755714
669	0.0819358886
670	0.08190414803
671	0.08188855992
672	0.08186152042
673	0.08182074641
674	0.08180219816
675	0.08176913363
676	0.08173329541
677	0.08170759934
678	0.08168795901
679	0.08166883974
680	0.08163084398
681	0.08161767304
682	0.08159036678
683	0.0815769249
684	0.08155196557
685	0.08153053497
686	0.08150995066
687	0.08148646262
688	0.08146394665
689	0.08144215063
690	0.08142204317
691	0.08140069946
692	0.08138730461
693	0.08136898166
694	0.08134474186
695	0.08133264018
696	0.08132171399
697	0.08130076583
698	0.08127512092
699	0.08123346931
700	0.08120311916
701	0.08117574494
702	0.08114180775
703	0.08112312058
704	0.08109098058
705	0.08106060265
706	0.08104260363
707	0.08101450291
708	0.08099190909
709	0.08098312503
710	0.08095680257
711	0.08094345982
712	0.08091877695
713	0.08088644901
714	0.08086729143
715	0.08084608412
716	0.08083360211
717	0.08081087781
718	0.08080089131
719	0.0807889873
720	0.08076782855
721	0.08074627836
722	0.08072475979
723	0.08071508432
724	0.0806841645
725	0.08066908773
726	0.08065217668
727	0.08063147193
728	0.08060913262
729	0.08059119917
730	0.08055917269
731	0.08053542122
732	0.08051496075
733	0.08050378435
734	0.08048448552
735	0.08046316606
736	0.08043693242
737	0.08040635566
738	0.08038963771
739	0.08035454102
740	0.08033709397
741	0.08031218161
742	0.08030017775
743	0.08027649299
744	0.08025413369
745	0.08023012588
746	0.08018355888
747	0.0801618383
748	0.08013544382
749	0.08011841014
750	0.08008989779
751	0.08006856486
752	0.08004570261
753	0.08000812016
754	0.07999783775
755	0.07997566109
756	0.07995116576
757	0.07993126147
758	0.07990770738
759	0.07988776561
760	0.07985912752
761	0.07984230924
762	0.07982436778
763	0.07980964167
764	0.07979712679
765	0.07977136905
766	0.07975625437
767	0.07974877302
768	0.07973728585
769	0.07971112331
770	0.07970101938
771	0.07967499721
772	0.07965201772
773	0.07963316573
774	0.0796149957
775	0.07959142327
776	0.07956976774
777	0.07955406458
778	0.07951429261
779	0.07949710862
780	0.07947190726
781	0.07945779649
782	0.07943442392
783	0.07941723476
784	0.07939021403
785	0.07938309843
786	0.07937605206
787	0.07936912874
788	0.07935876722
789	0.07931968786
790	0.07929958921
791	0.07928144634
792	0.07926218243
793	0.07923963752
794	0.07922279403
795	0.07920461901
796	0.07919719816
797	0.07917836974
798	0.07916353178
799	0.07915680167
800	0.07914965518
801	0.0791329337
802	0.07912051651
803	0.07910391313
804	0.07908296864
805	0.07906032938
806	0.07903664012
807	0.07901941414
808	0.07901263122
809	0.07898872779
810	0.07896378716
811	0.07895338868
812	0.07893604933
813	0.07891803742
814	0.07889791883
815	0.07889110572
816	0.07888325916
817	0.07886324142
818	0.07884790536
819	0.07884131144
820	0.07882228822
821	0.07881419255
822	0.07879577493
823	0.07878263158
824	0.07876890941
825	0.07875213182
826	0.07873518879
827	0.07868803572
828	0.07868125492
829	0.07867016997
830	0.07866143276
831	0.07864745263
832	0.07862961443
833	0.0786126488
834	0.07859907419
835	0.07858791367
836	0.07858228657
837	0.0785650004
838	0.07855899968
839	0.07853790118
840	0.07852306263
841	0.07850868537
842	0.07849517889
843	0.07845192747
844	0.07842912566
845	0.07838352601
846	0.07837698195
847	0.07836154332
848	0.07834959931
849	0.07833179785
850	0.07832579014
851	0.07830814915
852	0.07829780066
853	0.07828877859
854	0.07826935377
855	0.0782514284
856	0.07823814899
857	0.07823192471
858	0.07821214036
859	0.07819660898
860	0.07819081284
861	0.07818511544
862	0.07817751091
863	0.07817021651
864	0.07816166868
865	0.07814390803
866	0.07810032618
867	0.07808553656
868	0.07807177063
869	0.07805660415
870	0.07803430144
871	0.07802919195
872	0.07802420179
873	0.07800401451
874	0.07798952088
875	0.07798150441
876	0.07797688154
877	0.07796463755
878	0.07794361169
879	0.07792519168
880	0.0779094995
881	0.0778936358
882	0.07787604856
883	0.07783775588
884	0.07782727457
885	0.07780966134
886	0.07779283567
887	0.07778152425
888	0.07774087478
889	0.07772539714
890	0.07771240291
891	0.07770183231
892	0.0776854341
893	0.07767369497
894	0.07766117961
895	0.07764319404
896	0.07762629652
897	0.07761320322
898	0.07760127033
899	0.07759082257
900	0.07758055429
901	0.07756990794
902	0.07755882084
903	0.07755130953
904	0.0775364458
905	0.07752620122
906	0.07751401211
907	0.07747400166
908	0.07745613682
909	0.07745190526
910	0.07744462686
911	0.07743762266
912	0.07742100817
913	0.07740911812
914	0.07739215415
915	0.07735013677
916	0.07733892741
917	0.07729990439
918	0.07728789959
919	0.07727135427
920	0.07726961821
921	0.07723757035
922	0.07723247511
923	0.07721601224
924	0.07721258351
925	0.07720004354
926	0.07718391081
927	0.07717826474
928	0.07717087372
929	0.07716316945
930	0.07714467187
931	0.07713341858
932	0.07712226366
933	0.07711147406
934	0.07710277765
935	0.07708296072
936	0.07707074084
937	0.07706318971
938	0.07704865789
939	0.07703018248
940	0.07701457244
941	0.07700429996
942	0.07698501999
943	0.07697092054
944	0.07696618218
945	0.07695653601
946	0.07695188028
947	0.07692371388
948	0.07691688259
949	0.07690627754
950	0.07689579834
951	0.0768642851
952	0.07684712631
953	0.07683322721
954	0.07681859474
955	0.07681407497
956	0.0768092405
957	0.07680481991
958	0.07679157402
959	0.07677959131
960	0.0767649863
961	0.0767500138
962	0.07673441742
963	0.07672737241
964	0.07672300578
965	0.07671581887
966	0.07670874563
967	0.07670178416
968	0.07669755101
969	0.07669069662
970	0.07667644579
971	0.07667191079
972	0.076665332
973	0.0766607447
974	0.07664550954
975	0.07663016058
976	0.07662078576
977	0.07661619788
978	0.07660886092
979	0.07659893255
980	0.07658975824
981	0.07658240495
982	0.07657200856
983	0.07656209983
984	0.07655198793
985	0.07654205562
986	0.07653855727
987	0.07652659091
988	0.07652263019
989	0.07651455485
990	0.07650936916
991	0.07649957294
992	0.07648263009
993	0.07645808659
994	0.07644624819
995	0.07643397446
996	0.07641960743
997	0.07640778634
998	0.07639357035
999	0.07638977818
1000	0.07638378311
1001	0.07637101447
1002	0.07635830804
1003	0.07634366952
1004	0.07633198964
1005	0.07632492296
1006	0.0763123678
1007	0.07630612171
1008	0.07630026022
1009	0.07628968271
1010	0.07627991911
1011	0.07627627781
1012	0.07627263637
1013	0.07626897418
1014	0.07626042395
1015	0.07625530324
1016	0.076249177
1017	0.07623885839
1018	0.07623222029
1019	0.07622668166
1020	0.07622124357
1021	0.0762181716
1022	0.07620980696
1023	0.07620056656
1024	0.07619233782
1025	0.0761777622
1026	0.07617319848
1027	0.07616867186
1028	0.07615878065
1029	0.0761444778
1030	0.07613631549
1031	0.07613279117
1032	0.07612450594
1033	0.07611118229
1034	0.0761077446
1035	0.07609973139
1036	0.07608982339
1037	0.07608320413
1038	0.07607544952
1039	0.07606972438
1040	0.07606482256
1041	0.07605972988
1042	0.07605529984
1043	0.07604673721
1044	0.07604553433
1045	0.07603582469
1046	0.07602511954
1047	0.07601866647
1048	0.07598101265
1049	0.07596543176
1050	0.07595963989
1051	0.07595544288
1052	0.07593791684
1053	0.07589999321
1054	0.07589245034
1055	0.07586752385
1056	0.0758596457
1057	0.07582184054
1058	0.07578653394
1059	0.07577408992
1060	0.07577291248
1061	0.07576008022
1062	0.07574694328
1063	0.07574394726
1064	0.07573945756
1065	0.07571536056
1066	0.07571315859
1067	0.07570257616
1068	0.07569394246
1069	0.07568776611
1070	0.07568513609
1071	0.0756756947
1072	0.07567019623
1073	0.07565867916
1074	0.07565596387
1075	0.07565404806
1076	0.07565006212
1077	0.07564689618
1078	0.07563576243
1079	0.07562978786
1080	0.07562402436
1081	0.07561638917
1082	0.07560454163
1083	0.07559711628
1084	0.07558994986
1085	0.07558298134
1086	0.07557406621
1087	0.07557100136
1088	0.07556682324
1089	0.07556291152
1090	0.07555046343
1091	0.07553470663
1092	0.07552211807
1093	0.07551667594
1094	0.07551152324
1095	0.07550382196
1096	0.07549761517
1097	0.07548960876
1098	0.07545407936
1099	0.0754492186
1100	0.07544629855
1101	0.0754382035
1102	0.07543137259
1103	0.07542148371
1104	0.07541553024
1105	0.07541155479
1106	0.07539836631
1107	0.07538441284
1108	0.07537806868
1109	0.07534317299
1110	0.07533118672
1111	0.07532696714
1112	0.07531911494
1113	0.07531329854
1114	0.07530618765
1115	0.07529881535
1116	0.07529493344
1117	0.07528987362
1118	0.0752824287
1119	0.07527689989
1120	0.07526797039
1121	0.07525167744
1122	0.07524886344
1123	0.075238119
1124	0.0752155315
1125	0.07521077976
1126	0.07520153408
1127	0.07519591153
1128	0.07518948706
1129	0.07517847875
1130	0.07517235923
1131	0.07516689211
1132	0.07516271871
1133	0.07515837856
1134	0.0751425196
1135	0.07513589774
1136	0.07513141916
1137	0.07512245671
1138	0.07510997795
1139	0.07510596029
1140	0.07509938501
1141	0.07509593765
1142	0.07508881285
1143	0.07508057445
1144	0.07507392626
1145	0.07506546885
1146	0.07506177793
1147	0.0750577651
1148	0.07505506668
1149	0.07504108428
1150	0.0750374521
1151	0.07502906681
1152	0.07502351002
1153	0.07500814903
1154	0.07500715453
1155	0.07500279483
1156	0.07498772152
1157	0.0749825216
1158	0.07497819587
1159	0.0749655053
1160	0.07495739199
1161	0.07494926305
1162	0.07494829808
1163	0.07493735635
1164	0.07493296506
1165	0.07492937513
1166	0.07492230252
1167	0.07490947541
1168	0.07490374446
1169	0.07488219541
1170	0.07487963037
1171	0.07487648027
1172	0.07486931092
1173	0.07486222367
1174	0.07485243316
1175	0.07484540831
1176	0.07483764008
1177	0.0748267767
1178	0.0748123797
1179	0.07479965506
1180	0.07479599945
1181	0.07476200354
1182	0.07475526222
1183	0.07474860176
1184	0.0747436443
1185	0.07473513617
1186	0.07473136733
1187	0.07472547674
1188	0.07472133738
1189	0.07471515359
1190	0.07471271778
1191	0.07470774682
1192	0.07470015454
1193	0.07468791813
1194	0.07466720968
1195	0.07466110787
1196	0.07465506662
1197	0.07464273463
1198	0.074633275
1199	0.07462995516
1200	0.07462566961
1201	0.07461370293
1202	0.07460576516
1203	0.07460197404
1204	0.07459960827
1205	0.0745902776
1206	0.07457855697
1207	0.07456473326
1208	0.07455746645
1209	0.07455141154
1210	0.0745474671
1211	0.07454428143
1212	0.07453406955
1213	0.07452796509
1214	0.07452124767
1215	0.07451461883
1216	0.0745137053
1217	0.07451061807
1218	0.07450971931
1219	0.07450323857
1220	0.07450005402
1221	0.07448900493
1222	0.07448312791
1223	0.07447737094
1224	0.07447101555
1225	0.07445767969
1226	0.07445337853
1227	0.07443763655
1228	0.0744314162
1229	0.07442613148
1230	0.07442127615
1231	0.07441480501
1232	0.07441055322
1233	0.07440195505
1234	0.07439468161
1235	0.07438741623
1236	0.07438389399
1237	0.07438013516
1238	0.07437529049
1239	0.0743689158
1240	0.0743612632
1241	0.07435195991
1242	0.07434701007
1243	0.07433435516
1244	0.07432877107
1245	0.0743241504
1246	0.07431358897
1247	0.07430322188
1248	0.07429107705
1249	0.07427316896
1250	0.07427099881
1251	0.07426769302
1252	0.07426220081
1253	0.07424965667
1254	0.07424555429
1255	0.07424015689
1256	0.07422784325
1257	0.07422248648
1258	0.0742125186
1259	0.07421041355
1260	0.07420435244
1261	0.07420229262
1262	0.07419749546
1263	0.07419350087
1264	0.07418956585
1265	0.07417808185
1266	0.07417324977
1267	0.07416643027
1268	0.0741628943
1269	0.07416009232
1270	0.07415490234
1271	0.07414890875
1272	0.07414110898
1273	0.07413766244
1274	0.07413422879
1275	0.0741022227
1276	0.07409756945
1277	0.07408764477
1278	0.07408077338
1279	0.07407580174
1280	0.07407195081
1281	0.07406540282
1282	0.07405955676
1283	0.07405580923
1284	0.07405022512
1285	0.07404736007
1286	0.07404318877
1287	0.07404071943
1288	0.07403743958
1289	0.0740334372
1290	0.07402798677
1291	0.07402264018
1292	0.07401320077
1293	0.07400711375
1294	0.07400144773
1295	0.07399647559
1296	0.07399060953
1297	0.07398486482
1298	0.07397405754
1299	0.07397001217
1300	0.07396788281
1301	0.07396391693
1302	0.07395961224
1303	0.07395442453
1304	0.07395027039
1305	0.07394706541
1306	0.07391507542
1307	0.07391241223
1308	0.073906404
1309	0.07390120257
1310	0.07389045526
1311	0.07388522741
1312	0.07388212849
1313	0.07387708265
1314	0.07387429938
1315	0.07386716512
1316	0.07386252663
1317	0.07385357184
1318	0.07384931025
1319	0.07383785258
1320	0.07382531847
1321	0.07382258774
1322	0.07381899145
1323	0.0738139581
1324	0.0738103048
1325	0.07380393418
1326	0.0737982991
1327	0.07379452722
1328	0.07379209227
1329	0.07378947564
1330	0.07378519838
1331	0.07378188192
1332	0.07377849342
1333	0.07377223266
1334	0.07376354745
1335	0.07375243197
1336	0.07374178697
1337	0.07373739159
1338	0.07372999723
1339	0.07372792285
1340	0.07372342509
1341	0.07371863672
1342	0.07371262101
1343	0.0737096014
1344	0.0736994212
1345	0.07369475296
1346	0.07369005575
1347	0.07368839863
1348	0.0736849553
1349	0.07368002604
1350	0.07367391587
1351	0.07366965653
1352	0.07366777959
1353	0.07366532657
1354	0.0736546497
1355	0.07364989927
1356	0.07364406295
1357	0.07363655716
1358	0.07362936219
1359	0.07362602643
1360	0.07361384241
1361	0.07361201477
1362	0.07360876115
1363	0.07359781912
1364	0.07359297592
1365	0.07358861435
1366	0.07358190095
1367	0.07357497765
1368	0.07357178157
1369	0.07356800917
1370	0.07354697411
1371	0.07354192297
1372	0.07353658065
1373	0.07352654927
1374	0.07352162942
1375	0.07351686799
1376	0.07349849631
1377	0.07349686483
1378	0.07348514838
1379	0.07348355694
1380	0.0734808746
1381	0.07347750398
1382	0.07347159688
1383	0.07346899053
1384	0.07346547477
1385	0.07345744114
1386	0.07344785
1387	0.07344302249
1388	0.07343879559
1389	0.07343374666
1390	0.07343085028
1391	0.07341940991
1392	0.07341439916
1393	0.07340636474
1394	0.07340485407
1395	0.07340184554
1396	0.07339786275
1397	0.07339242969
1398	0.07338937009
1399	0.07338759913
1400	0.07338484741
1401	0.07337986169
1402	0.07337812398
1403	0.07337428211
1404	0.07337218054
1405	0.07337155708
1406	0.07336750493
1407	0.07335692289
1408	0.07335514956
1409	0.07334763223
1410	0.07334496772
1411	0.07334354315
1412	0.07334030367
1413	0.07333594742
1414	0.0733054331
1415	0.07329047848
1416	0.07328651279
1417	0.07327749139
1418	0.07327116968
1419	0.07325693776
1420	0.07325229702
1421	0.07324465997
1422	0.07324302128
1423	0.07323596265
1424	0.07323085063
1425	0.07322085177
1426	0.07321834713
1427	0.07321672468
1428	0.07321092989
1429	0.07320523928
1430	0.07320264199
1431	0.07318813346
1432	0.0731863273
1433	0.07318172862
1434	0.07317575549
1435	0.07317144013
1436	0.07316610961
1437	0.07316325204
1438	0.07315556413
1439	0.07315009615
1440	0.07314743166
1441	0.07313718274
1442	0.07313180627
1443	0.07312606247
1444	0.07312310234
1445	0.07311783479
1446	0.0731172753
1447	0.07311162707
1448	0.07310606369
1449	0.07310390371
1450	0.07309936266
1451	0.07309209448
1452	0.07308908144
1453	0.07308388828
1454	0.07307896308
1455	0.07307653108
1456	0.07307169414
1457	0.07306167081
1458	0.0730550307
1459	0.07304745163
1460	0.0730176456
1461	0.07301305763
1462	0.07301242715
1463	0.07300205571
1464	0.07299698865
1465	0.07299315072
1466	0.07298260878
1467	0.07298052374
1468	0.07297208738
1469	0.07296671437
1470	0.07295754622
1471	0.07295470501
1472	0.07294931504
1473	0.07294723747
1474	0.07294564477
1475	0.07293156093
1476	0.07293102391
1477	0.07291716913
1478	0.07291473768
1479	0.07291076377
1480	0.07290602628
1481	0.07290155494
1482	0.07289666485
1483	0.07289612974
1484	0.07287951813
1485	0.07286987391
1486	0.07286269052
1487	0.07285224699
1488	0.07284901021
1489	0.07284488756
1490	0.07284026883
1491	0.07282829697
1492	0.07282729387
1493	0.07282035738
1494	0.07281394984
1495	0.07280324307
1496	0.07280092962
1497	0.07279903917
1498	0.0727960044
1499	0.07279414941
1500	0.07278697455
1501	0.07277754735
